Site,taxa,gradient,GI.type,Genus,Species,Estimate,Stat,Value
s11.BF,plants,grey,building footprint,bidens,frondosa,abundance,mean,0
s11.BF,plants,grey,building footprint,bromus,arvensis,abundance,mean,0
s11.BF,plants,grey,building footprint,bromus,inermis,abundance,mean,0
s11.BF,plants,grey,building footprint,bromus,sp,abundance,mean,0
s11.BF,plants,grey,building footprint,bromus,tectorum,abundance,mean,0
s11.BF,plants,grey,building footprint,calystegia,sepium,abundance,mean,0
s11.BF,plants,grey,building footprint,capsella,bursa.pastoris,abundance,mean,0
s11.BF,plants,grey,building footprint,catalpa,,abundance,mean,0
s11.BF,plants,grey,building footprint,celastrus,orbiculatus,abundance,mean,0
s11.BF,plants,grey,building footprint,celtis,occidentalis,abundance,mean,0
s11.BF,plants,grey,building footprint,chamaesyce,maculata,abundance,mean,0
s11.BF,plants,grey,building footprint,chenopodium,album,abundance,mean,0
s11.BF,plants,grey,building footprint,cichorium,intybus,abundance,mean,5.5
s11.BF,plants,grey,building footprint,cirsium,arvense,abundance,mean,0
s11.BF,plants,grey,building footprint,clematis,terniflora,abundance,mean,0
s11.BF,plants,grey,building footprint,commelina,communis,abundance,mean,0
s11.BF,plants,grey,building footprint,convolvulus,arvensis,abundance,mean,0
s11.BF,plants,grey,building footprint,conyza,canadensis,abundance,mean,0
s11.BF,plants,grey,building footprint,cynodon,dactylon,abundance,mean,8.166666667
s11.BF,plants,grey,building footprint,cyperus,esculentus,abundance,mean,0
s11.BF,plants,grey,building footprint,dactylis,glomerata,abundance,mean,15.5
s11.BF,plants,grey,building footprint,daucus,carota,abundance,mean,0
s11.BF,plants,grey,building footprint,digitaria,,abundance,mean,22.33333333
s11.BF,plants,grey,building footprint,duchesnea,indica,abundance,mean,0
s11.BF,plants,grey,building footprint,echinochloa,crus.galli,abundance,mean,0
s11.BF,plants,grey,building footprint,elymus,repens,abundance,mean,0
s11.BF,plants,grey,building footprint,erigeron,annuus,abundance,mean,0.5
s11.BF,plants,grey,building footprint,euonymus,fortunei,abundance,mean,0
s11.BF,plants,grey,building footprint,festuca,arundinacea,abundance,mean,1
s11.BF,plants,grey,building footprint,galinsoga,quadriradiata,abundance,mean,0
s11.BF,plants,grey,building footprint,glechoma,hederacea,abundance,mean,0
s11.BF,plants,grey,building footprint,hedera,helix,abundance,mean,0
s11.BF,plants,grey,building footprint,hypochaeris,radicata,abundance,mean,0.5
s11.BF,plants,grey,building footprint,ipomoea,hederacea,abundance,mean,0
s11.BF,plants,grey,building footprint,ipomoea,lacunosa,abundance,mean,0
s11.BF,plants,grey,building footprint,juglans,nigra,abundance,mean,0
s11.BF,plants,grey,building footprint,juncus,tenuis,abundance,mean,0
s11.BF,plants,grey,building footprint,lactuca,serriola,abundance,mean,0
s11.BF,plants,grey,building footprint,lepidium,virginicum,abundance,mean,0.166666667
s11.BF,plants,grey,building footprint,lolium,perenne,abundance,mean,0
s11.BF,plants,grey,building footprint,lonicera,japonica,abundance,mean,0
s11.BF,plants,grey,building footprint,lotus,corniculatus,abundance,mean,0
s11.BF,plants,grey,building footprint,medicago,lupulina,abundance,mean,0.166666667
s11.BF,plants,grey,building footprint,melilotus,alba,abundance,mean,0
s11.BF,plants,grey,building footprint,melilotus,officinalis,abundance,mean,0
s11.BF,plants,grey,building footprint,microstegium,vimineum,abundance,mean,0
s11.BF,plants,grey,building footprint,morus,alba,abundance,mean,0
s11.BF,plants,grey,building footprint,oxalis,stricta,abundance,mean,0
s11.BF,plants,grey,building footprint,parthenocissus,quinquefolia,abundance,mean,0
s11.BF,plants,grey,building footprint,paulownia,tomentosa,abundance,mean,0
s11.BF,plants,grey,building footprint,phytolacca,americana,abundance,mean,0
s11.BF,plants,grey,building footprint,plantago,lanceolata,abundance,mean,3
s11.BF,plants,grey,building footprint,plantago,major,abundance,mean,1
s11.BF,plants,grey,building footprint,platanus,hybrida,abundance,mean,0
s11.BF,plants,grey,building footprint,poa,spp.,abundance,mean,3.166666667
s11.BF,plants,grey,building footprint,poa,trivialis,abundance,mean,0
s11.BF,plants,grey,building footprint,polygonum,aviculare,abundance,mean,0
s11.BF,plants,grey,building footprint,polygonum,cuspidatum,abundance,mean,0
s11.BF,plants,grey,building footprint,polygonum,pensylvanicum,abundance,mean,0
s11.BF,plants,grey,building footprint,polygonum,perfoliatum,abundance,mean,0
s11.BF,plants,grey,building footprint,potentilla,norvegica,abundance,mean,0
s11.BF,plants,grey,building footprint,potentilla,simplex,abundance,mean,0
s11.BF,plants,grey,building footprint,quercus,phellos,abundance,mean,0
s11.BF,plants,grey,building footprint,rosa,multiflora,abundance,mean,0
s11.BF,plants,grey,building footprint,rubus,phoenicolasius,abundance,mean,0
s11.BF,plants,grey,building footprint,rumex,crispus,abundance,mean,0
s11.BF,plants,grey,building footprint,securigera,varia,abundance,mean,0
s11.BF,plants,grey,building footprint,senecio,vulgaris,abundance,mean,0
s11.BF,plants,grey,building footprint,setaria,pumila,abundance,mean,0
s11.BF,plants,grey,building footprint,sisymbrium,officinale,abundance,mean,0
s11.BF,plants,grey,building footprint,solidago,canadensis,abundance,mean,0
s11.BF,plants,grey,building footprint,solidago,rugosa,abundance,mean,0
s11.BF,plants,grey,building footprint,sonchus,oleraceus,abundance,mean,0
s11.BF,plants,grey,building footprint,symphyotrichum,lanceolatum,abundance,mean,0
s11.BF,plants,grey,building footprint,symphyotrichum,pilosum,abundance,mean,0
s11.BF,plants,grey,building footprint,taraxacum,officinale,abundance,mean,1.666666667
s11.BF,plants,grey,building footprint,toxicodendron,radicans,abundance,mean,0
s11.BF,plants,grey,building footprint,trifolium,pratense,abundance,mean,5.333333333
s11.BF,plants,grey,building footprint,trifolium,repens,abundance,mean,13.83333333
s11.BF,plants,grey,building footprint,ulmus,rubra,abundance,mean,0
s11.BF,plants,grey,building footprint,ulmus,sp,abundance,mean,0
s11.BF,plants,grey,building footprint,veronica,serpyllifolia,abundance,mean,0
s11.BF,plants,grey,building footprint,vicia,sativa,abundance,mean,0
s11.BF,plants,grey,building footprint,viola,sororia,abundance,mean,0
s11.BF,plants,grey,building footprint,vitis,riparia,abundance,mean,0
s11.RG,plants,green,yard,acalypha,virginica,abundance,mean,0
s11.RG,plants,green,yard,acer,negundo,abundance,mean,0
s11.RG,plants,green,yard,ageratina,altissima,abundance,mean,0
s11.RG,plants,green,yard,ailanthus,altissima,abundance,mean,0
s11.RG,plants,green,yard,alliaria,petiolata,abundance,mean,0
s11.RG,plants,green,yard,amaranthus,retroflexus,abundance,mean,0
s11.RG,plants,green,yard,ambrosia,artemisiifolia,abundance,mean,0
s11.RG,plants,green,yard,arctium,minus,abundance,mean,0
s11.RG,plants,green,yard,artemisia,vulgaris,abundance,mean,0
s11.RG,plants,green,yard,asclepias,syriaca,abundance,mean,0
s11.RG,plants,green,yard,bidens,bipinnata,abundance,mean,0
s11.RG,plants,green,yard,bidens,frondosa,abundance,mean,0
s11.RG,plants,green,yard,bromus,arvensis,abundance,mean,0
s11.RG,plants,green,yard,bromus,inermis,abundance,mean,0
s11.RG,plants,green,yard,bromus,sp,abundance,mean,0
s11.RG,plants,green,yard,bromus,tectorum,abundance,mean,0
s11.RG,plants,green,yard,calystegia,sepium,abundance,mean,0
s11.RG,plants,green,yard,capsella,bursa.pastoris,abundance,mean,0
s11.RG,plants,green,yard,catalpa,,abundance,mean,0
s11.RG,plants,green,yard,celastrus,orbiculatus,abundance,mean,0
s11.RG,plants,green,yard,celtis,occidentalis,abundance,mean,0
s11.RG,plants,green,yard,chamaesyce,maculata,abundance,mean,0
s11.RG,plants,green,yard,chenopodium,album,abundance,mean,0
s11.RG,plants,green,yard,cichorium,intybus,abundance,mean,4
s11.RG,plants,green,yard,cirsium,arvense,abundance,mean,0
s11.RG,plants,green,yard,clematis,terniflora,abundance,mean,1.5
s11.RG,plants,green,yard,commelina,communis,abundance,mean,0
s11.RG,plants,green,yard,convolvulus,arvensis,abundance,mean,0
s11.RG,plants,green,yard,conyza,canadensis,abundance,mean,0
s11.RG,plants,green,yard,cynodon,dactylon,abundance,mean,0
s11.RG,plants,green,yard,cyperus,esculentus,abundance,mean,0
s11.RG,plants,green,yard,dactylis,glomerata,abundance,mean,9
s11.RG,plants,green,yard,daucus,carota,abundance,mean,0
s11.RG,plants,green,yard,digitaria,,abundance,mean,8
s11.RG,plants,green,yard,duchesnea,indica,abundance,mean,0
s11.RG,plants,green,yard,echinochloa,crus.galli,abundance,mean,0
s11.RG,plants,green,yard,elymus,repens,abundance,mean,0
s11.RG,plants,green,yard,erigeron,annuus,abundance,mean,0
s11.RG,plants,green,yard,euonymus,fortunei,abundance,mean,0
s11.RG,plants,green,yard,festuca,arundinacea,abundance,mean,4
s11.RG,plants,green,yard,galinsoga,quadriradiata,abundance,mean,0
s11.RG,plants,green,yard,glechoma,hederacea,abundance,mean,0
s11.RG,plants,green,yard,hedera,helix,abundance,mean,0
s11.RG,plants,green,yard,hypochaeris,radicata,abundance,mean,0
s11.RG,plants,green,yard,ipomoea,hederacea,abundance,mean,0
s11.RG,plants,green,yard,ipomoea,lacunosa,abundance,mean,0
s11.RG,plants,green,yard,juglans,nigra,abundance,mean,0
s11.RG,plants,green,yard,juncus,tenuis,abundance,mean,0
s11.RG,plants,green,yard,lactuca,serriola,abundance,mean,0
s11.RG,plants,green,yard,lepidium,virginicum,abundance,mean,0
s11.RG,plants,green,yard,lolium,perenne,abundance,mean,0
s11.RG,plants,green,yard,lonicera,japonica,abundance,mean,0
s11.RG,plants,green,yard,lotus,corniculatus,abundance,mean,0
s11.RG,plants,green,yard,medicago,lupulina,abundance,mean,0
s11.RG,plants,green,yard,melilotus,alba,abundance,mean,0
s11.RG,plants,green,yard,melilotus,officinalis,abundance,mean,0
s11.RG,plants,green,yard,microstegium,vimineum,abundance,mean,0
s11.RG,plants,green,yard,morus,alba,abundance,mean,0
s11.RG,plants,green,yard,oxalis,stricta,abundance,mean,9
s11.RG,plants,green,yard,parthenocissus,quinquefolia,abundance,mean,0
s11.RG,plants,green,yard,paulownia,tomentosa,abundance,mean,0
s11.RG,plants,green,yard,phytolacca,americana,abundance,mean,0
s11.RG,plants,green,yard,plantago,lanceolata,abundance,mean,1.5
s11.RG,plants,green,yard,plantago,major,abundance,mean,0
s11.RG,plants,green,yard,platanus,hybrida,abundance,mean,0
s11.RG,plants,green,yard,poa,spp.,abundance,mean,0
s11.RG,plants,green,yard,poa,trivialis,abundance,mean,0
s11.RG,plants,green,yard,polygonum,aviculare,abundance,mean,0
s11.RG,plants,green,yard,polygonum,cuspidatum,abundance,mean,0
s11.RG,plants,green,yard,polygonum,pensylvanicum,abundance,mean,0
s11.RG,plants,green,yard,polygonum,perfoliatum,abundance,mean,0
s11.RG,plants,green,yard,potentilla,norvegica,abundance,mean,0
s11.RG,plants,green,yard,potentilla,simplex,abundance,mean,0
s11.RG,plants,green,yard,quercus,phellos,abundance,mean,0
s11.RG,plants,green,yard,rosa,multiflora,abundance,mean,0
s11.RG,plants,green,yard,rubus,phoenicolasius,abundance,mean,0
s11.RG,plants,green,yard,rumex,crispus,abundance,mean,0
s11.RG,plants,green,yard,securigera,varia,abundance,mean,0
s11.RG,plants,green,yard,senecio,vulgaris,abundance,mean,0
s11.RG,plants,green,yard,setaria,pumila,abundance,mean,0
s11.RG,plants,green,yard,sisymbrium,officinale,abundance,mean,0
s11.RG,plants,green,yard,solidago,canadensis,abundance,mean,0
s11.RG,plants,green,yard,solidago,rugosa,abundance,mean,0
s11.RG,plants,green,yard,sonchus,oleraceus,abundance,mean,1.5
s11.RG,plants,green,yard,symphyotrichum,lanceolatum,abundance,mean,0
s11.RG,plants,green,yard,symphyotrichum,pilosum,abundance,mean,1.5
s11.RG,plants,green,yard,taraxacum,officinale,abundance,mean,5.5
s11.RG,plants,green,yard,toxicodendron,radicans,abundance,mean,0
s11.RG,plants,green,yard,trifolium,pratense,abundance,mean,4
s11.RG,plants,green,yard,trifolium,repens,abundance,mean,13
s11.RG,plants,green,yard,ulmus,rubra,abundance,mean,0
s11.RG,plants,green,yard,ulmus,sp,abundance,mean,0
s11.RG,plants,green,yard,veronica,serpyllifolia,abundance,mean,0
s11.RG,plants,green,yard,vicia,sativa,abundance,mean,0
s11.RG,plants,green,yard,viola,sororia,abundance,mean,0
s11.RG,plants,green,yard,vitis,riparia,abundance,mean,0
s12.BF,plants,grey,building footprint,acalypha,virginica,abundance,mean,0
s12.BF,plants,grey,building footprint,acer,negundo,abundance,mean,0
s12.BF,plants,grey,building footprint,ageratina,altissima,abundance,mean,0
s12.BF,plants,grey,building footprint,ailanthus,altissima,abundance,mean,0
s12.BF,plants,grey,building footprint,alliaria,petiolata,abundance,mean,0.5
s12.BF,plants,grey,building footprint,amaranthus,retroflexus,abundance,mean,0
s12.BF,plants,grey,building footprint,ambrosia,artemisiifolia,abundance,mean,1
s12.BF,plants,grey,building footprint,arctium,minus,abundance,mean,14.5
s12.BF,plants,grey,building footprint,artemisia,vulgaris,abundance,mean,0.5
s12.BF,plants,grey,building footprint,asclepias,syriaca,abundance,mean,0
s12.BF,plants,grey,building footprint,bidens,bipinnata,abundance,mean,3.5
s12.BF,plants,grey,building footprint,bidens,frondosa,abundance,mean,0.5
s12.BF,plants,grey,building footprint,bromus,arvensis,abundance,mean,0
s12.BF,plants,grey,building footprint,bromus,inermis,abundance,mean,0
s12.BF,plants,grey,building footprint,bromus,sp,abundance,mean,0
s12.BF,plants,grey,building footprint,bromus,tectorum,abundance,mean,0
s12.BF,plants,grey,building footprint,calystegia,sepium,abundance,mean,0
s12.BF,plants,grey,building footprint,capsella,bursa.pastoris,abundance,mean,0
s12.BF,plants,grey,building footprint,catalpa,,abundance,mean,0
s12.BF,plants,grey,building footprint,celastrus,orbiculatus,abundance,mean,0
s12.BF,plants,grey,building footprint,celtis,occidentalis,abundance,mean,0
s12.BF,plants,grey,building footprint,chamaesyce,maculata,abundance,mean,0
s12.BF,plants,grey,building footprint,chenopodium,album,abundance,mean,6.333333333
s12.BF,plants,grey,building footprint,cichorium,intybus,abundance,mean,4
s12.BF,plants,grey,building footprint,cirsium,arvense,abundance,mean,0
s12.BF,plants,grey,building footprint,clematis,terniflora,abundance,mean,0
s12.BF,plants,grey,building footprint,commelina,communis,abundance,mean,0
s12.BF,plants,grey,building footprint,convolvulus,arvensis,abundance,mean,0
s12.BF,plants,grey,building footprint,conyza,canadensis,abundance,mean,0.5
s12.BF,plants,grey,building footprint,cynodon,dactylon,abundance,mean,0
s12.BF,plants,grey,building footprint,cyperus,esculentus,abundance,mean,0
s12.BF,plants,grey,building footprint,dactylis,glomerata,abundance,mean,9.833333333
s12.BF,plants,grey,building footprint,daucus,carota,abundance,mean,0
s12.BF,plants,grey,building footprint,digitaria,,abundance,mean,0
s12.BF,plants,grey,building footprint,duchesnea,indica,abundance,mean,0
s12.BF,plants,grey,building footprint,echinochloa,crus.galli,abundance,mean,0
s12.BF,plants,grey,building footprint,elymus,repens,abundance,mean,0
s12.BF,plants,grey,building footprint,erigeron,annuus,abundance,mean,0
s12.BF,plants,grey,building footprint,euonymus,fortunei,abundance,mean,0
s12.BF,plants,grey,building footprint,festuca,arundinacea,abundance,mean,12.83333333
s12.BF,plants,grey,building footprint,galinsoga,quadriradiata,abundance,mean,0
s12.BF,plants,grey,building footprint,glechoma,hederacea,abundance,mean,0
s12.BF,plants,grey,building footprint,hedera,helix,abundance,mean,0
s12.BF,plants,grey,building footprint,hypochaeris,radicata,abundance,mean,0
s12.BF,plants,grey,building footprint,ipomoea,hederacea,abundance,mean,0
s12.BF,plants,grey,building footprint,ipomoea,lacunosa,abundance,mean,0
s12.BF,plants,grey,building footprint,juglans,nigra,abundance,mean,0
s12.BF,plants,grey,building footprint,juncus,tenuis,abundance,mean,0
s12.BF,plants,grey,building footprint,lactuca,serriola,abundance,mean,2.333333333
s12.BF,plants,grey,building footprint,lepidium,virginicum,abundance,mean,0
s12.BF,plants,grey,building footprint,lolium,perenne,abundance,mean,0
s12.BF,plants,grey,building footprint,lonicera,japonica,abundance,mean,0
s12.BF,plants,grey,building footprint,lotus,corniculatus,abundance,mean,0
s12.BF,plants,grey,building footprint,medicago,lupulina,abundance,mean,0.5
s12.BF,plants,grey,building footprint,melilotus,alba,abundance,mean,0
s12.BF,plants,grey,building footprint,melilotus,officinalis,abundance,mean,3.833333333
s12.BF,plants,grey,building footprint,microstegium,vimineum,abundance,mean,0
s12.BF,plants,grey,building footprint,morus,alba,abundance,mean,0
s12.BF,plants,grey,building footprint,oxalis,stricta,abundance,mean,0
s12.BF,plants,grey,building footprint,parthenocissus,quinquefolia,abundance,mean,0
s12.BF,plants,grey,building footprint,paulownia,tomentosa,abundance,mean,6.333333333
s12.BF,plants,grey,building footprint,phytolacca,americana,abundance,mean,0
s12.BF,plants,grey,building footprint,plantago,lanceolata,abundance,mean,0.5
s12.BF,plants,grey,building footprint,plantago,major,abundance,mean,6.5
s12.BF,plants,grey,building footprint,platanus,hybrida,abundance,mean,0.5
s12.BF,plants,grey,building footprint,poa,spp.,abundance,mean,0
s12.BF,plants,grey,building footprint,poa,trivialis,abundance,mean,0
s12.BF,plants,grey,building footprint,polygonum,aviculare,abundance,mean,0
s12.BF,plants,grey,building footprint,polygonum,cuspidatum,abundance,mean,0
s12.BF,plants,grey,building footprint,polygonum,pensylvanicum,abundance,mean,0
s12.BF,plants,grey,building footprint,polygonum,perfoliatum,abundance,mean,0
s12.BF,plants,grey,building footprint,potentilla,norvegica,abundance,mean,0
s12.BF,plants,grey,building footprint,potentilla,simplex,abundance,mean,0
s12.BF,plants,grey,building footprint,quercus,phellos,abundance,mean,0
s12.BF,plants,grey,building footprint,rosa,multiflora,abundance,mean,0
s12.BF,plants,grey,building footprint,rubus,phoenicolasius,abundance,mean,0
s12.BF,plants,grey,building footprint,rumex,crispus,abundance,mean,0
s12.BF,plants,grey,building footprint,securigera,varia,abundance,mean,0
s12.BF,plants,grey,building footprint,senecio,vulgaris,abundance,mean,0
s12.BF,plants,grey,building footprint,setaria,pumila,abundance,mean,3
s12.BF,plants,grey,building footprint,sisymbrium,officinale,abundance,mean,0
s12.BF,plants,grey,building footprint,solidago,canadensis,abundance,mean,0
s12.BF,plants,grey,building footprint,solidago,rugosa,abundance,mean,7
s12.BF,plants,grey,building footprint,sonchus,oleraceus,abundance,mean,0
s12.BF,plants,grey,building footprint,symphyotrichum,lanceolatum,abundance,mean,0
s12.BF,plants,grey,building footprint,symphyotrichum,pilosum,abundance,mean,4.833333333
s12.BF,plants,grey,building footprint,taraxacum,officinale,abundance,mean,2
s12.BF,plants,grey,building footprint,toxicodendron,radicans,abundance,mean,0
s12.BF,plants,grey,building footprint,trifolium,pratense,abundance,mean,0
